,title,genres
2768,The Boy Who Harnessed the Wind,"Drama, History, Family"
2769,Precious,Drama
2770,Network,Drama
2771,Monster-in-Law,"Romance, Comedy"
2772,Clue,"Comedy, Thriller, Crime, Mystery"
2773,Grindhouse,"Thriller, Action, Horror"
2774,Automata,"Thriller, Science Fiction"
2775,Fallen,"Drama, Fantasy, Romance"
2776,Piper,"Family, Animation"
2777,Failure to Launch,"Comedy, Romance"
2778,It's Only the End of the World,Drama
2779,Barton Fink,"Comedy, Drama"
2780,The Dressmaker,"Drama, Comedy"
2781,Zookeeper,"Comedy, Romance, Family"
2782,The Cat in the Hat,"Comedy, Adventure, Family, Fantasy"
2783,Alvin and the Chipmunks: The Road Chip,"Adventure, Animation, Comedy, Family"
2784,Super Size Me,Documentary
2785,G.I. Jane,"Action, Drama"
2786,The Girl Who Played with Fire,"Drama, Action, Thriller, Crime, Mystery"
2787,Talladega Nights: The Ballad of Ricky Bobby,Comedy
2788,Heathers,"Comedy, Crime"
2789,I Love You Phillip Morris,"Comedy, Crime, Drama, Romance"
2790,Hereafter,"Drama, Fantasy"
2791,What a Girl Wants,"Comedy, Romance, Drama, Family"
2792,Blitz,"Crime, Action, Thriller"
2793,Hot Pursuit,"Action, Comedy, Crime"
2794,Frank,"Comedy, Drama, Mystery"
2795,The 15:17 to Paris,"Drama, Thriller"
2796,Universal Soldier,"Thriller, Action, Science Fiction, Crime"
2797,Over the Top,"Action, Drama"
2798,Descendants 2,"Family, Music, Fantasy, TV Movie, Adventure, Action, Romance"
2799,The Conversation,"Crime, Drama, Mystery"
2800,The Brand New Testament,"Comedy, Fantasy"
2801,The Angry Birds Movie 2,"Animation, Comedy, Adventure, Family"
2802,The Wailing,"Horror, Mystery"
2803,Philomena,Drama
2804,Cats & Dogs,"Family, Comedy"
2805,Fear Street: 1666,"Mystery, Horror"
2806,Strangers on a Train,"Crime, Thriller"
2807,Skyline,"Science Fiction, Adventure, Action, Thriller"
2808,Scoop,"Comedy, Mystery"
2809,The Great Mouse Detective,"Animation, Family, Adventure, Mystery"
2810,The Finest Hours,"Action, Drama, History, Thriller"
2811,The Unbearable Weight of Massive Talent,"Action, Comedy, Crime"
2812,Any Given Sunday,Drama
2813,The Ice Road,"Action, Thriller"
2814,Three Colors: Blue,Drama
2815,The Maltese Falcon,"Mystery, Crime, Thriller"
2816,Texas Chainsaw 3D,"Horror, Thriller"
2817,Maggie,"Horror, Drama, Mystery"
2818,The Last Emperor,"Drama, History"
2819,Troll,"Fantasy, Action, Adventure"
2820,Ruby Sparks,"Comedy, Romance, Fantasy, Drama"
2821,Billy Madison,Comedy
2822,Speed 2: Cruise Control,"Action, Adventure, Thriller"
2823,Another Earth,"Drama, Science Fiction"
2824,All Is Lost,"Action, Adventure, Drama"
2825,Smokin' Aces,"Action, Comedy, Crime, Thriller"
2826,The Wedding Ringer,Comedy
2827,Get the Gringo,"Action, Thriller, Crime, Drama"
2828,Malcolm X,"Drama, History"
2829,Gold,"Adventure, Drama, Thriller"
2830,The Heartbreak Kid,"Comedy, Romance"
2831,Hostage,"Action, Thriller, Crime"
2832,Miller's Crossing,"Drama, Thriller, Crime"
2833,Gabriel's Inferno: Part II,"Romance, Drama"
2834,Alex Strangelove,"Comedy, Drama"
2835,Amour,"Drama, Romance"
2836,The Possession,"Horror, Thriller"
2837,A Perfect World,"Drama, Crime"
2838,The Score,"Action, Crime, Thriller, Mystery"
2839,Wild Strawberries,Drama
2840,The Hand of God,Drama
2841,Spencer,Drama
2842,La Vie en Rose,"Music, Drama"
2843,The Kingdom,"Thriller, Action, Drama"
2844,Just Friends,"Comedy, Romance"
2845,Trumbo,Drama
2846,The Full Monty,Comedy
2847,Halloween H20: 20 Years Later,"Horror, Thriller"
2848,Rebel Without a Cause,Drama
2849,Lady Vengeance,"Drama, Thriller"
2850,Sideways,"Comedy, Drama, Romance"
2851,Sharknado,"Horror, Action, Comedy, Science Fiction, Adventure"
2852,Happy Feet Two,"Animation, Comedy, Family"
2853,The Peanuts Movie,"Comedy, Animation, Family"
2854,Mississippi Burning,"Drama, Crime"
2855,Witness,"Crime, Drama, Romance, Thriller"
2856,The Phantom of the Opera,"Thriller, Drama, Romance"
2857,Big Momma's House 2,"Comedy, Crime"
2858,Superman/Shazam!: The Return of Black Adam,"Animation, Action"
2859,Thirteen,Drama
2860,Iron Sky,"Action, Comedy, Science Fiction"
2861,In the Mouth of Madness,"Horror, Thriller, Mystery"
2862,The Pale Blue Eye,"Thriller, Mystery, Horror, Crime"
2863,Chernobyl Diaries,"Horror, Thriller"
2864,The Ladykillers,"Comedy, Crime, Thriller"
2865,Jeepers Creepers 2,Horror
2866,Sphere,"Science Fiction, Mystery, Thriller"
2867,Batman: Under the Red Hood,"Science Fiction, Crime, Action, Animation, Mystery"
2868,Little White Lies,"Comedy, Drama"
2869,Cannibal Holocaust,Horror
2870,Braindead,"Horror, Comedy"
2871,Species,"Science Fiction, Horror, Action"
2872,House of Flying Daggers,"Adventure, Drama, Action"
2873,Friday the 13th Part 2,Horror
2874,Hocus Pocus 2,"Fantasy, Comedy, Family"
2875,The Dead Zone,"Thriller, Horror, Science Fiction"
2876,"Batman: The Dark Knight Returns, Part 1","Science Fiction, Action, Animation, Mystery"
2877,Wild at Heart,"Crime, Thriller, Romance"
2878,Silent Hill: Revelation 3D,"Thriller, Horror, Mystery"
2879,Hubie Halloween,"Comedy, Mystery, Horror"
2880,Taking Lives,"Crime, Thriller"
2881,Red Dawn,"Action, Thriller"
2882,Jackass Presents: Bad Grandpa,Comedy
2883,Jacob's Ladder,"Drama, Mystery, Horror"
2884,Camp Rock 2: The Final Jam,"Comedy, Music, TV Movie"
2885,The X Files,"Mystery, Science Fiction, Thriller"
2886,Hide and Seek,"Horror, Mystery"
2887,Patriot Games,"Drama, Action, Thriller, Crime"
2888,Secretary,"Comedy, Drama, Romance"
2889,Lady and the Tramp,"Family, Romance, Comedy"
2890,Something's Gotta Give,"Drama, Comedy, Romance"
2891,Cocaine Bear,"Thriller, Comedy, Crime"
2892,Mank,"Drama, History"
2893,The Babysitter: Killer Queen,"Comedy, Horror"
2894,Infernal Affairs,"Drama, Action, Thriller, Crime, Mystery"
2895,A Beautiful Day in the Neighborhood,"Drama, History"
2896,House of 1000 Corpses,"Horror, Crime"
2897,Goodnight Mommy,"Horror, Drama, Thriller, Mystery"
2898,Maverick,"Action, Adventure, Comedy, Drama, Western"
2899,Paul Blart: Mall Cop 2,"Action, Comedy, Family"
2900,Accepted,Comedy
2901,Oliver & Company,"Animation, Comedy, Family"
2902,Luck,"Animation, Adventure, Comedy, Fantasy"
2903,Bonnie and Clyde,"Crime, Drama"
2904,Infinite,"Science Fiction, Action, Thriller"
2905,Race,"Drama, History"
2906,Bewitched,"Comedy, Fantasy, Romance"
2907,Ultraviolet,"Science Fiction, Action, Thriller"
2908,A Single Man,"Drama, Romance"
2909,Diary of a Wimpy Kid,"Comedy, Family"
2910,Anon,Science Fiction
2911,Glory,"Drama, History, War"
2912,Troll Hunter,"Fantasy, Horror"
2913,The Karate Kid Part III,"Action, Family, Drama, Adventure"
2914,Eye in the Sky,"Drama, Thriller, War"
2915,What a Beautiful Day,Comedy
2916,Jackass: The Movie,"Comedy, Documentary"
2917,The Muppets,"Comedy, Music"
2918,Brick Mansions,"Action, Crime, Drama"
2919,Seed of Chucky,"Comedy, Horror, Thriller"
2920,The Man Who Wasn't There,"Crime, Drama"
2921,Pinocchio,"Fantasy, Adventure, Family"
2922,21 & Over,Comedy
2923,The Social Dilemma,"Documentary, Drama"
2924,Tenacious D in The Pick of Destiny,"Comedy, Music"
2925,Solaris,"Drama, Science Fiction, Mystery"
2926,The Gold Rush,"Adventure, Comedy, Drama"
2927,Candyman,"Drama, Horror, Thriller"
2928,The Animatrix,"Animation, Science Fiction"
2929,"Legally Blonde 2: Red, White & Blonde","Comedy, Romance"
2930,mid90s,"Drama, Comedy"
2931,Land of the Dead,"Horror, Science Fiction"
2932,Nacho Libre,"Comedy, Family"
2933,Arthur 3: The War of the Two Worlds,"Animation, Adventure, Fantasy, Family"
2934,The One,"Action, Science Fiction, Thriller"
2935,U.S. Marshals,"Thriller, Crime, Action"
2936,Driving Miss Daisy,Drama
2937,Detachment,Drama
2938,Blood Father,"Action, Thriller, Drama"
2939,Hotel Artemis,"Thriller, Science Fiction, Action"
2940,Pinocchio,"Drama, Family, Fantasy"
2941,Notorious,"Thriller, Romance, Mystery"
2942,Deliverance,"Drama, Adventure, Thriller"
2943,The Marksman,Action
2944,Trouble with the Curve,"Drama, Romance"
2945,Epic Movie,"Comedy, Action, Adventure"
2946,Serenity,"Thriller, Mystery, Drama"
2947,Outlaw King,"Action, History, War"
2948,Frances Ha,"Comedy, Drama"
2949,Monsters,"Drama, Thriller, Science Fiction"
2950,Girls Trip,Comedy
2951,Premonition,"Thriller, Drama, Mystery"
2952,Dead Man,"Drama, Fantasy, Western"
2953,Edge of Darkness,"Crime, Drama, Mystery, Thriller"
2954,The Zookeeper's Wife,"Drama, History, War"
2955,Smallfoot,"Family, Animation, Adventure, Fantasy"
2956,Halloween Ends,"Horror, Thriller"
2957,Following,"Drama, Thriller"
2958,Curse of Chucky,"Horror, Thriller"
2959,Cry-Baby,"Comedy, Romance"
2960,Only the Brave,"Drama, Action, History"
2961,Freaky,"Comedy, Fantasy, Horror, Thriller"
2962,The Cell,"Horror, Science Fiction, Thriller"
2963,The Square,Drama
2964,Burning,"Mystery, Drama, Thriller"
2965,Unsane,"Horror, Thriller"
2966,Unfriended: Dark Web,"Horror, Thriller, Mystery"
2967,Speed Racer,"Family, Action, Adventure, Comedy"
2968,Assassins,"Action, Adventure, Crime, Thriller"
2969,On the Waterfront,"Crime, Drama"
2970,Jay and Silent Bob Strike Back,Comedy
2971,Bowling for Columbine,"Documentary, Drama"
2972,Hitchcock,Drama
2973,The Way Back,"Drama, Adventure, History"
2974,Minari,Drama
2975,The Silence,"Horror, Drama, Thriller, Fantasy"
2976,No Hard Feelings,"Comedy, Romance"
2977,Mercury Rising,"Action, Crime, Drama, Thriller"
2978,Daylight,"Action, Adventure, Thriller"
2979,The Ten Commandments,"Drama, History"
2980,Cop Land,"Crime, Drama, Mystery"
2981,The Do-Over,"Action, Adventure, Comedy"
2982,Super,"Comedy, Action, Drama"
2983,Child's Play 3,"Horror, Thriller"
2984,Snake Eyes: G.I. Joe Origins,"Action, Adventure"
2985,Looney Tunes: Back in Action,"Animation, Comedy, Family"
2986,Aquamarine,"Fantasy, Romance, Family, Comedy"
2987,The Manchurian Candidate,"Drama, Thriller, Mystery"
2988,Terrifier 2,"Horror, Thriller"
2989,An Officer and a Spy,"History, Drama, Thriller"
2990,Sorry to Bother You,"Fantasy, Science Fiction, Comedy"
2991,Dragon Ball Z: Battle of Gods,"Animation, Action, Science Fiction"
2992,Sink or Swim,"Drama, Comedy"
2993,Wall Street: Money Never Sleeps,"Drama, Crime"
2994,Who Am I,Thriller
2995,The Pelican Brief,Thriller
2996,The Night of the Hunter,"Crime, Drama, Thriller"
2997,Sweet Home Alabama,"Comedy, Romance"
2998,Cop Out,"Action, Comedy, Crime"
2999,All About Eve,Drama
